1444040223 30
1444044135 252050
1444051442 252038
1444053403 254358
1444121766 72708
1444122335 72726
1444122533 72663
1444123228 72667
1444125418 72546
1444127560 72531
1444128010 72533
1444128095 75560
1444133618 74567
1444134213 74567
1444142115 74618
1444209339 74913
1444210172 74915
1444217231 74976
1444233977 75083
1444310133 72149
1444386666 73752
1444391437 74173
1444399533 73988
1444400984 74208
1444404297 74216
1444661830 74410
1444728271 74107
1444748497 73988
1444817214 74075
1444820066 74316
1444825432 74244
1444828227 74466
1444833473 74832
1444833532 74298
1444895458 74389
1444922285 74553
1444978664 74579
1444979287 74579
1444999121 74579
1444999333 74834
1445006888 74638
1445008187 74642
1445248031 74655
1445249944 74797
1445253579 74821
1445255320 74833
1445262833 74864
1445268991 74907
1445329766 74876
1445335106 74801
1445339028 74804
1445341096 74804
1445348822 74838
1445349369 74839
1445417595 74848
1445419594 75013
1445420185 75010
1445421582 75023
1445423541 75034
1445425957 75035
1445427175 75086
1445427698 75088
1445435799 75205
1445439379 75206
1445443766 75223
1445503074 75213
1445513135 75267
1445514567 75268
1445515816 75369
1445516392 75356
1445518960 75350
1445519017 75350
1445519092 73739
1445520051 73754
1445523905 73599
1445524642 73592
1445584631 73849
1445587685 73867
1445851475 73973
1445851645 74086
1445854403 74116
1445859199 74115
1445859227 74128
1446117308 74051
1446128161 74605
1446129351 74730
1446130639 74778
1446132121 74778
1446136119 74804
1446193575 74825
1446200343 74901
1446201409 74955
1446201477 74955
1446204182 74808
1446205957 74829
1446206092 74830
1446206192 74830
1446207396 74913
1446209645 74948
1446209934 74952
1446455097 74979
1446457453 75012
1446460958 75010
1446463260 75010
1446467946 75359
1446470550 75359
1446470569 75390
1446471680 75593
1446471753 75602
1446472924 75609
1446474102 75745
1446476341 75769
1446479972 75792
1446482229 76207
1446483164 76184
1446541972 76206
1446545127 76216
1446551425 76278
1446558486 76275
1446560341 76302
1446563919 76358
1446564336 76357
1446566524 76311
1446624407 76310
1446626125 76310
1446627232 76319
1446630528 76265
1446632828 76280
1446637822 76280
1446638480 76282
1446639696 76311
1446641453 76338
1446642760 76335
1446649962 76374
1446653787 76486
1446654217 76488
1446717259 76490
1446718332 76545
1446719877 76526
1446721688 76552
1446722642 76573
1446725935 76728
1446726577 76731
1446728064 76731
1446731626 76731
1446732878 76789
1446738902 76831
1446798987 76829
1446809459 76821
1446817465 77183
1446821367 77228
1446827185 77272
1447065090 77422
1447066373 77530
1447080953 79321
1447082763 79309
1447083354 79319
1447086445 79328
1447087267 79328
1447150144 79398
1447253590 79438
1447253597 80068
1447256394 80088
1447256407 80087
1447313861 80091
