2015-10 109
2015-11 216
2015-12 219
2016-01 116
2016-02 213
2016-03 387
2016-04 204
2016-05 146
2016-06 226
2016-07 97
2016-08 29
2016-09 68
2016-10 27
2016-11 83
2016-12 144
2017-01 210
2017-02 219
2017-03 180
2017-04 147
2017-05 313
2017-06 689
2017-07 622
2017-08 720
2017-09 467
2017-10 506
2017-11 399
2017-12 353
2018-01 397
2018-02 337
